HEADER_TIME_STAMP,X_ACCELERATION_METERS_PER_SECOND_SQUARED,Y_ACCELERATION_METERS_PER_SECOND_SQUARED,Z_ACCELERATION_METERS_PER_SECOND_SQUARED
2018-08-31 20:15:09.988,0.17,1.038,-0.094
2018-08-31 20:15:10.000,0.167,1.038,-0.091
2018-08-31 20:15:10.013,0.167,1.038,-0.094
2018-08-31 20:15:10.025,0.167,1.035,-0.088
2018-08-31 20:15:10.038,0.17,1.035,-0.094
2018-08-31 20:15:10.050,0.17,1.035,-0.094
2018-08-31 20:15:10.063,0.17,1.038,-0.094
2018-08-31 20:15:10.075,0.167,1.038,-0.094
2018-08-31 20:15:10.088,0.167,1.038,-0.094
2018-08-31 20:15:10.100,0.167,1.038,-0.094
2018-08-31 20:15:10.113,0.167,1.038,-0.094
2018-08-31 20:15:10.125,0.17,1.041,-0.094
2018-08-31 20:15:10.138,0.167,1.041,-0.091
2018-08-31 20:15:10.150,0.17,1.038,-0.1
2018-08-31 20:15:10.163,0.17,1.038,-0.094
2018-08-31 20:15:10.175,0.17,1.035,-0.091
2018-08-31 20:15:10.188,0.167,1.035,-0.091
2018-08-31 20:15:10.200,0.167,1.038,-0.091
2018-08-31 20:15:10.213,0.167,1.035,-0.091
2018-08-31 20:15:10.225,0.17,1.038,-0.094
2018-08-31 20:15:10.238,0.17,1.035,-0.094
2018-08-31 20:15:10.250,0.17,1.038,-0.094
2018-08-31 20:15:10.263,0.167,1.038,-0.091
2018-08-31 20:15:10.275,0.167,1.041,-0.091
2018-08-31 20:15:10.288,0.17,1.038,-0.091
2018-08-31 20:15:10.300,0.17,1.038,-0.091
2018-08-31 20:15:10.313,0.17,1.041,-0.094
2018-08-31 20:15:10.325,0.17,1.038,-0.091
2018-08-31 20:15:10.338,0.167,1.038,-0.094
2018-08-31 20:15:10.350,0.167,1.038,-0.094
2018-08-31 20:15:10.363,0.167,1.038,-0.094
2018-08-31 20:15:10.375,0.167,1.035,-0.094
2018-08-31 20:15:10.388,0.167,1.041,-0.094
2018-08-31 20:15:10.400,0.167,1.038,-0.094
2018-08-31 20:15:10.413,0.17,1.038,-0.091
2018-08-31 20:15:10.425,0.17,1.038,-0.1
2018-08-31 20:15:10.438,0.164,1.035,-0.094
2018-08-31 20:15:10.450,0.167,1.038,-0.094
2018-08-31 20:15:10.463,0.167,1.038,-0.094
2018-08-31 20:15:10.475,0.167,1.038,-0.091
2018-08-31 20:15:10.488,0.167,1.038,-0.091
2018-08-31 20:15:10.500,0.167,1.038,-0.091
2018-08-31 20:15:10.513,0.17,1.041,-0.094
2018-08-31 20:15:10.525,0.167,1.035,-0.094
2018-08-31 20:15:10.538,0.164,1.035,-0.094
2018-08-31 20:15:10.550,0.17,1.041,-0.091
2018-08-31 20:15:10.563,0.167,1.035,-0.094
2018-08-31 20:15:10.575,0.167,1.038,-0.091
2018-08-31 20:15:10.588,0.164,1.038,-0.094
2018-08-31 20:15:10.600,0.167,1.041,-0.094
2018-08-31 20:15:10.613,0.17,1.041,-0.094
2018-08-31 20:15:10.625,0.167,1.038,-0.091
2018-08-31 20:15:10.638,0.17,1.038,-0.094
2018-08-31 20:15:10.650,0.167,1.038,-0.094
2018-08-31 20:15:10.663,0.167,1.038,-0.091
2018-08-31 20:15:10.675,0.164,1.038,-0.094
2018-08-31 20:15:10.688,0.167,1.038,-0.094
2018-08-31 20:15:10.700,0.167,1.038,-0.094
2018-08-31 20:15:10.713,0.167,1.038,-0.091
2018-08-31 20:15:10.725,0.17,1.038,-0.094
2018-08-31 20:15:10.738,0.167,1.038,-0.094
2018-08-31 20:15:10.750,0.17,1.035,-0.094
2018-08-31 20:15:10.763,0.167,1.035,-0.091
2018-08-31 20:15:10.775,0.167,1.038,-0.094
2018-08-31 20:15:10.788,0.167,1.038,-0.094
2018-08-31 20:15:10.800,0.167,1.038,-0.094
2018-08-31 20:15:10.813,0.164,1.041,-0.094
2018-08-31 20:15:10.825,0.167,1.032,-0.094
2018-08-31 20:15:10.838,0.164,1.038,-0.094
2018-08-31 20:15:10.850,0.167,1.038,-0.094
2018-08-31 20:15:10.863,0.167,1.035,-0.094
2018-08-31 20:15:10.875,0.17,1.038,-0.094
2018-08-31 20:15:10.888,0.167,1.038,-0.094
2018-08-31 20:15:10.900,0.167,1.035,-0.094
2018-08-31 20:15:10.913,0.17,1.038,-0.094
2018-08-31 20:15:10.925,0.167,1.035,-0.091
2018-08-31 20:15:10.938,0.17,1.035,-0.094
2018-08-31 20:15:10.950,0.17,1.038,-0.094
2018-08-31 20:15:10.963,0.167,1.041,-0.094
2018-08-31 20:15:10.975,0.17,1.041,-0.094
2018-08-31 20:15:10.988,0.17,1.035,-0.091
2018-08-31 20:15:11.000,0.167,1.038,-0.094
2018-08-31 20:15:11.013,0.167,1.035,-0.094
2018-08-31 20:15:11.025,0.164,1.038,-0.091
2018-08-31 20:15:11.038,0.167,1.035,-0.094
2018-08-31 20:15:11.050,0.167,1.035,-0.091
2018-08-31 20:15:11.063,0.17,1.035,-0.094
2018-08-31 20:15:11.075,0.17,1.041,-0.091
2018-08-31 20:15:11.088,0.17,1.038,-0.091
2018-08-31 20:15:11.100,0.167,1.038,-0.094
2018-08-31 20:15:11.113,0.164,1.035,-0.094
2018-08-31 20:15:11.125,0.167,1.038,-0.1
2018-08-31 20:15:11.138,0.167,1.038,-0.094
2018-08-31 20:15:11.150,0.17,1.038,-0.094
2018-08-31 20:15:11.163,0.167,1.038,-0.091
2018-08-31 20:15:11.175,0.17,1.035,-0.094
2018-08-31 20:15:11.188,0.167,1.035,-0.094
2018-08-31 20:15:11.200,0.164,1.038,-0.091
2018-08-31 20:15:11.213,0.17,1.038,-0.094
2018-08-31 20:15:11.225,0.167,1.038,-0.094
2018-08-31 20:15:11.238,0.167,1.035,-0.094
2018-08-31 20:15:11.250,0.167,1.038,-0.094
2018-08-31 20:15:11.263,0.17,1.041,-0.094
2018-08-31 20:15:11.275,0.167,1.038,-0.091
2018-08-31 20:15:11.288,0.167,1.041,-0.094
2018-08-31 20:15:11.300,0.167,1.038,-0.091
2018-08-31 20:15:11.313,0.167,1.041,-0.091
2018-08-31 20:15:11.325,0.167,1.038,-0.094
2018-08-31 20:15:11.338,0.167,1.038,-0.091
2018-08-31 20:15:11.350,0.167,1.038,-0.091
2018-08-31 20:15:11.363,0.167,1.038,-0.091
2018-08-31 20:15:11.375,0.167,1.038,-0.091
2018-08-31 20:15:11.388,0.167,1.038,-0.094
2018-08-31 20:15:11.400,0.167,1.041,-0.091
2018-08-31 20:15:11.413,0.17,1.038,-0.094
2018-08-31 20:15:11.425,0.167,1.041,-0.091
2018-08-31 20:15:11.438,0.17,1.035,-0.094
2018-08-31 20:15:11.450,0.164,1.035,-0.091
2018-08-31 20:15:11.463,0.167,1.035,-0.094
2018-08-31 20:15:11.475,0.167,1.038,-0.094
2018-08-31 20:15:11.488,0.167,1.038,-0.091
2018-08-31 20:15:11.500,0.17,1.041,-0.094
2018-08-31 20:15:11.513,0.164,1.035,-0.094
2018-08-31 20:15:11.525,0.167,1.035,-0.091
2018-08-31 20:15:11.538,0.17,1.038,-0.091
2018-08-31 20:15:11.550,0.167,1.038,-0.094
2018-08-31 20:15:11.563,0.167,1.035,-0.094
2018-08-31 20:15:11.575,0.167,1.035,-0.091
2018-08-31 20:15:11.588,0.17,1.041,-0.094
2018-08-31 20:15:11.600,0.167,1.038,-0.094
2018-08-31 20:15:11.613,0.167,1.035,-0.094
2018-08-31 20:15:11.625,0.167,1.035,-0.1
2018-08-31 20:15:11.638,0.167,1.038,-0.094
2018-08-31 20:15:11.650,0.17,1.035,-0.094
2018-08-31 20:15:11.663,0.167,1.035,-0.094
2018-08-31 20:15:11.675,0.167,1.038,-0.094
2018-08-31 20:15:11.688,0.167,1.038,-0.094
2018-08-31 20:15:11.700,0.167,1.035,-0.094
2018-08-31 20:15:11.713,0.167,1.035,-0.094
2018-08-31 20:15:11.725,0.167,1.047,-0.094
2018-08-31 20:15:11.738,0.167,1.041,-0.094
2018-08-31 20:15:11.750,0.167,1.035,-0.091
2018-08-31 20:15:11.763,0.164,1.038,-0.091
2018-08-31 20:15:11.775,0.17,1.038,-0.091
2018-08-31 20:15:11.788,0.17,1.038,-0.094
2018-08-31 20:15:11.800,0.167,1.035,-0.094
2018-08-31 20:15:11.813,0.167,1.041,-0.094
2018-08-31 20:15:11.825,0.167,1.035,-0.094
2018-08-31 20:15:11.838,0.17,1.035,-0.094
2018-08-31 20:15:11.850,0.17,1.038,-0.091
2018-08-31 20:15:11.863,0.17,1.038,-0.094
2018-08-31 20:15:11.875,0.167,1.038,-0.091
2018-08-31 20:15:11.888,0.167,1.035,-0.091
2018-08-31 20:15:11.900,0.17,1.035,-0.094
2018-08-31 20:15:11.913,0.17,1.041,-0.094
2018-08-31 20:15:11.925,0.167,1.035,-0.094
2018-08-31 20:15:11.938,0.17,1.038,-0.091
2018-08-31 20:15:11.950,0.17,1.038,-0.094
2018-08-31 20:15:11.963,0.167,1.038,-0.094
2018-08-31 20:15:11.975,0.17,1.038,-0.091
2018-08-31 20:15:11.988,0.17,1.038,-0.094
2018-08-31 20:15:12.000,0.17,1.038,-0.094
2018-08-31 20:15:12.013,0.167,1.038,-0.094
2018-08-31 20:15:12.025,0.17,1.038,-0.094
2018-08-31 20:15:12.038,0.17,1.038,-0.094
2018-08-31 20:15:12.050,0.17,1.038,-0.091
2018-08-31 20:15:12.063,0.167,1.038,-0.091
2018-08-31 20:15:12.075,0.167,1.038,-0.094
2018-08-31 20:15:12.088,0.167,1.038,-0.094
2018-08-31 20:15:12.100,0.17,1.038,-0.094
2018-08-31 20:15:12.113,0.167,1.035,-0.091
2018-08-31 20:15:12.125,0.167,1.035,-0.094
2018-08-31 20:15:12.138,0.17,1.035,-0.094
2018-08-31 20:15:12.150,0.17,1.038,-0.091
2018-08-31 20:15:12.163,0.17,1.035,-0.094
2018-08-31 20:15:12.175,0.167,1.038,-0.1
2018-08-31 20:15:12.188,0.167,1.038,-0.091
2018-08-31 20:15:12.200,0.167,1.038,-0.1
2018-08-31 20:15:12.213,0.164,1.038,-0.094
2018-08-31 20:15:12.225,0.167,1.041,-0.094
2018-08-31 20:15:12.238,0.17,1.041,-0.094
2018-08-31 20:15:12.250,0.17,1.038,-0.094
2018-08-31 20:15:12.263,0.167,1.038,-0.094
2018-08-31 20:15:12.275,0.167,1.035,-0.091
2018-08-31 20:15:12.288,0.167,1.038,-0.091
2018-08-31 20:15:12.300,0.164,1.038,-0.094
2018-08-31 20:15:12.313,0.17,1.041,-0.094
2018-08-31 20:15:12.325,0.167,1.035,-0.091
2018-08-31 20:15:12.338,0.17,1.035,-0.094
2018-08-31 20:15:12.350,0.17,1.038,-0.091
2018-08-31 20:15:12.363,0.17,1.038,-0.094
2018-08-31 20:15:12.375,0.167,1.038,-0.091
2018-08-31 20:15:12.388,0.167,1.038,-0.094
2018-08-31 20:15:12.400,0.167,1.038,-0.091
2018-08-31 20:15:12.413,0.167,1.038,-0.091
2018-08-31 20:15:12.425,0.17,1.035,-0.094
2018-08-31 20:15:12.438,0.167,1.038,-0.094
2018-08-31 20:15:12.450,0.164,1.038,-0.091
2018-08-31 20:15:12.463,0.167,1.038,-0.091
2018-08-31 20:15:12.475,0.17,1.035,-0.094
2018-08-31 20:15:12.488,0.167,1.038,-0.094
2018-08-31 20:15:12.500,0.17,1.038,-0.1
2018-08-31 20:15:12.513,0.17,1.041,-0.094
2018-08-31 20:15:12.525,0.167,1.038,-0.094
2018-08-31 20:15:12.538,0.167,1.035,-0.091
2018-08-31 20:15:12.550,0.167,1.041,-0.1
2018-08-31 20:15:12.563,0.167,1.035,-0.094
2018-08-31 20:15:12.575,0.167,1.038,-0.091
2018-08-31 20:15:12.588,0.167,1.038,-0.094
2018-08-31 20:15:12.600,0.17,1.038,-0.094
2018-08-31 20:15:12.613,0.17,1.035,-0.094
2018-08-31 20:15:12.625,0.167,1.035,-0.094
2018-08-31 20:15:12.638,0.167,1.038,-0.094
2018-08-31 20:15:12.650,0.167,1.035,-0.094
2018-08-31 20:15:12.663,0.176,1.038,-0.091
2018-08-31 20:15:12.675,0.167,1.038,-0.091
2018-08-31 20:15:12.688,0.167,1.035,-0.094
2018-08-31 20:15:12.700,0.17,1.035,-0.094
2018-08-31 20:15:12.713,0.167,1.038,-0.094
2018-08-31 20:15:12.725,0.164,1.038,-0.094
2018-08-31 20:15:12.738,0.17,1.035,-0.094
2018-08-31 20:15:12.750,0.17,1.035,-0.094
2018-08-31 20:15:12.763,0.167,1.038,-0.094
2018-08-31 20:15:12.775,0.167,1.038,-0.094
2018-08-31 20:15:12.788,0.164,1.035,-0.1
2018-08-31 20:15:12.800,0.17,1.038,-0.094
2018-08-31 20:15:12.813,0.17,1.038,-0.1
2018-08-31 20:15:12.825,0.167,1.038,-0.1
2018-08-31 20:15:12.838,0.164,1.035,-0.091
2018-08-31 20:15:12.850,0.17,1.041,-0.094
2018-08-31 20:15:12.863,0.164,1.041,-0.094
2018-08-31 20:15:12.875,0.167,1.038,-0.091
2018-08-31 20:15:12.888,0.164,1.035,-0.091
2018-08-31 20:15:12.900,0.167,1.038,-0.094
2018-08-31 20:15:12.913,0.167,1.038,-0.094
2018-08-31 20:15:12.925,0.167,1.035,-0.091
2018-08-31 20:15:12.938,0.17,1.038,-0.091
2018-08-31 20:15:12.950,0.164,1.038,-0.091
2018-08-31 20:15:12.963,0.167,1.038,-0.091
2018-08-31 20:15:12.975,0.167,1.035,-0.091
2018-08-31 20:15:12.988,0.17,1.041,-0.094
2018-08-31 20:15:13.000,0.17,1.038,-0.094
2018-08-31 20:15:13.013,0.17,1.038,-0.094
2018-08-31 20:15:13.025,0.167,1.038,-0.094
2018-08-31 20:15:13.038,0.167,1.038,-0.094
2018-08-31 20:15:13.050,0.167,1.038,-0.091
2018-08-31 20:15:13.063,0.167,1.035,-0.094
2018-08-31 20:15:13.075,0.167,1.038,-0.091
2018-08-31 20:15:13.088,0.17,1.038,-0.091
2018-08-31 20:15:13.100,0.167,1.038,-0.091
2018-08-31 20:15:13.113,0.167,1.038,-0.094
2018-08-31 20:15:13.125,0.17,1.035,-0.091
2018-08-31 20:15:13.138,0.17,1.038,-0.091
2018-08-31 20:15:13.150,0.167,1.038,-0.094
2018-08-31 20:15:13.163,0.167,1.038,-0.094
2018-08-31 20:15:13.175,0.167,1.038,-0.091
2018-08-31 20:15:13.188,0.17,1.038,-0.094
2018-08-31 20:15:13.200,0.167,1.035,-0.094
2018-08-31 20:15:13.213,0.167,1.038,-0.094
2018-08-31 20:15:13.225,0.17,1.038,-0.094
2018-08-31 20:15:13.238,0.167,1.038,-0.094
2018-08-31 20:15:13.250,0.167,1.038,-0.094
2018-08-31 20:15:13.263,0.17,1.038,-0.094
2018-08-31 20:15:13.275,0.17,1.035,-0.094
2018-08-31 20:15:13.288,0.164,1.038,-0.094
2018-08-31 20:15:13.300,0.167,1.038,-0.091
2018-08-31 20:15:13.313,0.167,1.038,-0.094
2018-08-31 20:15:13.325,0.167,1.038,-0.094
2018-08-31 20:15:13.338,0.167,1.035,-0.094
2018-08-31 20:15:13.350,0.17,1.038,-0.1
2018-08-31 20:15:13.363,0.17,1.035,-0.094
2018-08-31 20:15:13.375,0.17,1.035,-0.094
2018-08-31 20:15:13.388,0.167,1.035,-0.094
2018-08-31 20:15:13.400,0.17,1.035,-0.094
2018-08-31 20:15:13.413,0.167,1.035,-0.094
2018-08-31 20:15:13.425,0.176,1.038,-0.094
2018-08-31 20:15:13.438,0.167,1.038,-0.094
2018-08-31 20:15:13.450,0.167,1.041,-0.091
2018-08-31 20:15:13.463,0.164,1.035,-0.094
2018-08-31 20:15:13.475,0.167,1.038,-0.091
2018-08-31 20:15:13.488,0.167,1.038,-0.094
