HEADER_TIME_STAMP,X,Y,Z
2018-06-14 12:06:46.691,-0.060,0.064,1.009
2018-06-14 12:06:46.712,-0.058,0.067,1.011
2018-06-14 12:06:46.731,-0.058,0.065,1.014
2018-06-14 12:06:46.752,-0.060,0.067,1.005
2018-06-14 12:06:46.772,-0.058,0.067,1.009
2018-06-14 12:06:46.792,-0.059,0.066,1.010
2018-06-14 12:06:46.812,-0.062,0.066,1.015
2018-06-14 12:06:46.832,-0.061,0.067,1.014
2018-06-14 12:06:46.852,-0.057,0.070,1.010
2018-06-14 12:06:46.871,-0.058,0.067,1.008
2018-06-14 12:06:46.892,-0.060,0.065,1.015
2018-06-14 12:06:46.911,-0.060,0.066,1.013
2018-06-14 12:06:46.931,-0.059,0.068,1.012
2018-06-14 12:06:46.952,-0.059,0.066,1.012
2018-06-14 12:06:46.972,-0.061,0.064,1.012
2018-06-14 12:06:46.991,-0.058,0.064,1.009
2018-06-14 12:06:47.012,-0.063,0.067,1.013
2018-06-14 12:06:47.031,-0.063,0.067,1.011
2018-06-14 12:06:47.051,-0.058,0.064,1.011
2018-06-14 12:06:47.072,-0.061,0.067,1.013
2018-06-14 12:06:47.091,-0.059,0.069,1.011
2018-06-14 12:06:47.111,-0.062,0.064,1.013
2018-06-14 12:06:47.132,-0.060,0.069,1.014
2018-06-14 12:06:47.151,-0.062,0.067,1.013
2018-06-14 12:06:47.171,-0.061,0.069,1.012
2018-06-14 12:06:47.192,-0.059,0.067,1.013
2018-06-14 12:06:47.211,-0.059,0.066,1.009
2018-06-14 12:06:47.232,-0.060,0.067,1.014
2018-06-14 12:06:47.252,-0.061,0.066,1.013
2018-06-14 12:06:47.271,-0.061,0.067,1.012
2018-06-14 12:06:47.292,-0.060,0.068,1.013
2018-06-14 12:06:47.312,-0.058,0.068,1.011
2018-06-14 12:06:47.331,-0.059,0.066,1.014
2018-06-14 12:06:47.352,-0.064,0.065,1.014
2018-06-14 12:06:47.372,-0.061,0.068,1.016
2018-06-14 12:06:47.391,-0.059,0.063,1.017
2018-06-14 12:06:47.411,-0.057,0.066,1.011
2018-06-14 12:06:47.431,-0.059,0.071,1.009
2018-06-14 12:06:47.451,-0.060,0.063,1.010
2018-06-14 12:06:47.472,-0.060,0.068,1.012
2018-06-14 12:06:47.492,-0.060,0.066,1.012
2018-06-14 12:06:47.511,-0.063,0.067,1.008
2018-06-14 12:06:47.532,-0.058,0.065,1.009
2018-06-14 12:06:47.552,-0.060,0.069,1.009
2018-06-14 12:06:47.572,-0.061,0.067,1.013
2018-06-14 12:06:47.592,-0.061,0.065,1.010
2018-06-14 12:06:47.611,-0.057,0.067,1.012
2018-06-14 12:06:47.631,-0.060,0.068,1.013
2018-06-14 12:06:47.652,-0.059,0.065,1.009
2018-06-14 12:06:47.671,-0.061,0.067,1.017
2018-06-14 12:06:47.691,-0.059,0.064,1.014
2018-06-14 12:06:47.712,-0.061,0.064,1.013
2018-06-14 12:06:47.732,-0.059,0.066,1.011
2018-06-14 12:06:47.751,-0.061,0.066,1.009
2018-06-14 12:06:47.771,-0.058,0.066,1.008
2018-06-14 12:06:47.792,-0.060,0.066,1.013
2018-06-14 12:06:47.811,-0.062,0.067,1.006
2018-06-14 12:06:47.832,-0.064,0.068,1.012
2018-06-14 12:06:47.852,-0.060,0.066,1.010
2018-06-14 12:06:47.871,-0.059,0.067,1.011
2018-06-14 12:06:47.892,-0.060,0.066,1.007
2018-06-14 12:06:47.912,-0.063,0.064,1.008
2018-06-14 12:06:47.931,-0.060,0.065,1.013
2018-06-14 12:06:47.951,-0.059,0.069,1.013
2018-06-14 12:06:47.972,-0.061,0.064,1.012
2018-06-14 12:06:47.992,-0.058,0.066,1.008
2018-06-14 12:06:48.012,-0.058,0.067,1.011
2018-06-14 12:06:48.031,-0.061,0.065,1.010
2018-06-14 12:06:48.051,-0.063,0.066,1.010
2018-06-14 12:06:48.072,-0.061,0.065,1.007
2018-06-14 12:06:48.092,-0.056,0.065,1.012
2018-06-14 12:06:48.111,-0.058,0.064,1.006
2018-06-14 12:06:48.131,-0.057,0.066,1.013
2018-06-14 12:06:48.152,-0.061,0.065,1.009
2018-06-14 12:06:48.172,-0.062,0.067,1.009
2018-06-14 12:06:48.192,-0.060,0.066,1.010
2018-06-14 12:06:48.212,-0.059,0.064,1.007
2018-06-14 12:06:48.231,-0.061,0.067,1.012
2018-06-14 12:06:48.251,-0.061,0.067,1.012
2018-06-14 12:06:48.271,-0.060,0.066,1.009
2018-06-14 12:06:48.291,-0.060,0.067,1.010
2018-06-14 12:06:48.312,-0.058,0.067,1.008
2018-06-14 12:06:48.332,-0.058,0.066,1.009
2018-06-14 12:06:48.351,-0.060,0.064,1.009
2018-06-14 12:06:48.372,-0.060,0.064,1.014
2018-06-14 12:06:48.391,-0.058,0.069,1.012
2018-06-14 12:06:48.412,-0.058,0.068,1.008
2018-06-14 12:06:48.432,-0.057,0.067,1.009
2018-06-14 12:06:48.452,-0.061,0.067,1.010
2018-06-14 12:06:48.471,-0.060,0.065,1.016
2018-06-14 12:06:48.492,-0.060,0.066,1.010
2018-06-14 12:06:48.512,-0.060,0.069,1.010
2018-06-14 12:06:48.531,-0.059,0.067,1.012
2018-06-14 12:06:48.552,-0.057,0.065,1.010
2018-06-14 12:06:48.572,-0.061,0.065,1.009
2018-06-14 12:06:48.592,-0.060,0.066,1.014
2018-06-14 12:06:48.612,-0.058,0.065,1.013
2018-06-14 12:06:48.632,-0.058,0.069,1.010
2018-06-14 12:06:48.651,-0.058,0.071,1.009
2018-06-14 12:06:48.672,-0.059,0.069,1.015
2018-06-14 12:06:48.692,-0.063,0.067,1.012
2018-06-14 12:06:48.711,-0.061,0.067,1.017
2018-06-14 12:06:48.731,-0.061,0.068,1.012
2018-06-14 12:06:48.752,-0.058,0.063,1.007
2018-06-14 12:06:48.771,-0.060,0.069,1.010
2018-06-14 12:06:48.792,-0.061,0.067,1.017
2018-06-14 12:06:48.811,-0.060,0.066,1.009
2018-06-14 12:06:48.831,-0.062,0.066,1.010
2018-06-14 12:06:48.852,-0.059,0.066,1.012
2018-06-14 12:06:48.872,-0.057,0.067,1.010
2018-06-14 12:06:48.891,-0.059,0.068,1.013
2018-06-14 12:06:48.912,-0.061,0.065,1.010
2018-06-14 12:06:48.932,-0.063,0.066,1.012
2018-06-14 12:06:48.952,-0.061,0.066,1.011
2018-06-14 12:06:48.972,-0.059,0.067,1.009
2018-06-14 12:06:48.992,-0.059,0.066,1.010
2018-06-14 12:06:49.012,-0.058,0.066,1.011
2018-06-14 12:06:49.031,-0.059,0.069,1.011
2018-06-14 12:06:49.052,-0.060,0.065,1.014
2018-06-14 12:06:49.072,-0.059,0.066,1.009
2018-06-14 12:06:49.091,-0.058,0.066,1.012
2018-06-14 12:06:49.112,-0.058,0.066,1.007
2018-06-14 12:06:49.132,-0.060,0.066,1.012
2018-06-14 12:06:49.151,-0.061,0.066,1.009
2018-06-14 12:06:49.171,-0.061,0.066,1.008
2018-06-14 12:06:49.191,-0.058,0.065,1.010
2018-06-14 12:06:49.212,-0.059,0.067,1.012
2018-06-14 12:06:49.232,-0.059,0.065,1.013
2018-06-14 12:06:49.251,-0.061,0.066,1.011
2018-06-14 12:06:49.271,-0.059,0.068,1.009
2018-06-14 12:06:49.291,-0.060,0.068,1.013
2018-06-14 12:06:49.312,-0.059,0.066,1.009
2018-06-14 12:06:49.332,-0.061,0.066,1.008
2018-06-14 12:06:49.351,-0.062,0.066,1.014
2018-06-14 12:06:49.371,-0.062,0.069,1.010
2018-06-14 12:06:49.392,-0.060,0.064,1.009
2018-06-14 12:06:49.412,-0.059,0.064,1.011
2018-06-14 12:06:49.431,-0.059,0.067,1.011
2018-06-14 12:06:49.452,-0.060,0.065,1.014
2018-06-14 12:06:49.472,-0.062,0.065,1.015
2018-06-14 12:06:49.493,-0.058,0.064,1.011
2018-06-14 12:06:49.511,-0.060,0.066,1.009
2018-06-14 12:06:49.531,-0.059,0.064,1.010
2018-06-14 12:06:49.552,-0.061,0.068,1.011
2018-06-14 12:06:49.572,-0.059,0.067,1.012
2018-06-14 12:06:49.592,-0.059,0.069,1.013
2018-06-14 12:06:49.612,-0.061,0.065,1.010
2018-06-14 12:06:49.631,-0.059,0.067,1.009
2018-06-14 12:06:49.652,-0.061,0.068,1.014
2018-06-14 12:06:49.671,-0.060,0.066,1.009
2018-06-14 12:06:49.692,-0.062,0.064,1.012
2018-06-14 12:06:49.712,-0.060,0.068,1.011
2018-06-14 12:06:49.733,-0.060,0.065,1.012
2018-06-14 12:06:49.751,-0.059,0.067,1.008
2018-06-14 12:06:49.771,-0.059,0.068,1.009
2018-06-14 12:06:49.791,-0.060,0.068,1.010
2018-06-14 12:06:49.812,-0.062,0.066,1.013
2018-06-14 12:06:49.832,-0.057,0.065,1.009
2018-06-14 12:06:49.851,-0.061,0.067,1.010
2018-06-14 12:06:49.871,-0.061,0.068,1.012
2018-06-14 12:06:49.891,-0.061,0.067,1.012
2018-06-14 12:06:49.912,-0.061,0.068,1.010
2018-06-14 12:06:49.931,-0.060,0.066,1.010
2018-06-14 12:06:49.951,-0.062,0.067,1.008
2018-06-14 12:06:49.971,-0.057,0.065,1.008
2018-06-14 12:06:49.992,-0.057,0.066,1.010
2018-06-14 12:06:50.012,-0.061,0.066,1.008
2018-06-14 12:06:50.031,-0.059,0.068,1.015
2018-06-14 12:06:50.051,-0.060,0.065,1.013
2018-06-14 12:06:50.071,-0.061,0.066,1.009
2018-06-14 12:06:50.091,-0.058,0.065,1.009
2018-06-14 12:06:50.112,-0.058,0.062,1.009
2018-06-14 12:06:50.132,-0.062,0.065,1.011
2018-06-14 12:06:50.151,-0.062,0.065,1.012
2018-06-14 12:06:50.172,-0.060,0.067,1.009
2018-06-14 12:06:50.192,-0.060,0.068,1.013
2018-06-14 12:06:50.211,-0.059,0.066,1.014
2018-06-14 12:06:50.231,-0.062,0.065,1.013
2018-06-14 12:06:50.252,-0.062,0.069,1.011
2018-06-14 12:06:50.271,-0.063,0.065,1.010
2018-06-14 12:06:50.292,-0.060,0.068,1.009
2018-06-14 12:06:50.312,-0.060,0.065,1.012
2018-06-14 12:06:50.332,-0.060,0.066,1.015
2018-06-14 12:06:50.351,-0.059,0.067,1.012
2018-06-14 12:06:50.372,-0.061,0.064,1.016
2018-06-14 12:06:50.391,-0.061,0.068,1.010
2018-06-14 12:06:50.412,-0.056,0.066,1.013
2018-06-14 12:06:50.432,-0.057,0.067,1.014
2018-06-14 12:06:50.451,-0.059,0.067,1.011
2018-06-14 12:06:50.472,-0.058,0.066,1.011
2018-06-14 12:06:50.492,-0.062,0.068,1.012
2018-06-14 12:06:50.511,-0.058,0.069,1.014
2018-06-14 12:06:50.531,-0.060,0.065,1.008
2018-06-14 12:06:50.552,-0.059,0.066,1.010
2018-06-14 12:06:50.571,-0.061,0.066,1.008
2018-06-14 12:06:50.591,-0.061,0.066,1.013
2018-06-14 12:06:50.612,-0.059,0.063,1.011
2018-06-14 12:06:50.631,-0.061,0.064,1.009
2018-06-14 12:06:50.652,-0.061,0.065,1.012
2018-06-14 12:06:50.672,-0.060,0.064,1.016
2018-06-14 12:06:50.691,-0.061,0.065,1.009
2018-06-14 12:06:50.712,-0.060,0.064,1.010
2018-06-14 12:06:50.732,-0.061,0.066,1.015
2018-06-14 12:06:50.751,-0.060,0.068,1.008
2018-06-14 12:06:50.772,-0.060,0.065,1.013
2018-06-14 12:06:50.792,-0.061,0.066,1.010
2018-06-14 12:06:50.811,-0.061,0.067,1.015
2018-06-14 12:06:50.832,-0.061,0.069,1.009
2018-06-14 12:06:50.851,-0.060,0.067,1.007
2018-06-14 12:06:50.871,-0.061,0.067,1.010
2018-06-14 12:06:50.892,-0.061,0.067,1.013
2018-06-14 12:06:50.912,-0.060,0.064,1.009
2018-06-14 12:06:50.931,-0.059,0.064,1.013
2018-06-14 12:06:50.952,-0.060,0.070,1.012
2018-06-14 12:06:50.971,-0.059,0.068,1.012
2018-06-14 12:06:50.991,-0.059,0.067,1.012
2018-06-14 12:06:51.011,-0.062,0.064,1.010
2018-06-14 12:06:51.031,-0.061,0.067,1.012
2018-06-14 12:06:51.051,-0.060,0.067,1.009
2018-06-14 12:06:51.071,-0.060,0.066,1.008
2018-06-14 12:06:51.091,-0.060,0.066,1.013
2018-06-14 12:06:51.111,-0.064,0.065,1.011
2018-06-14 12:06:51.132,-0.061,0.066,1.010
2018-06-14 12:06:51.151,-0.060,0.068,1.012
2018-06-14 12:06:51.171,-0.058,0.067,1.012
2018-06-14 12:06:51.192,-0.060,0.065,1.010
2018-06-14 12:06:51.212,-0.059,0.070,1.014
2018-06-14 12:06:51.231,-0.061,0.069,1.010
2018-06-14 12:06:51.251,-0.063,0.065,1.009
2018-06-14 12:06:51.272,-0.060,0.070,1.011
2018-06-14 12:06:51.291,-0.060,0.067,1.013
2018-06-14 12:06:51.311,-0.058,0.065,1.013
2018-06-14 12:06:51.332,-0.061,0.062,1.015
2018-06-14 12:06:51.351,-0.060,0.068,1.013
2018-06-14 12:06:51.372,-0.059,0.064,1.014
2018-06-14 12:06:51.392,-0.061,0.067,1.011
2018-06-14 12:06:51.411,-0.060,0.068,1.009
2018-06-14 12:06:51.431,-0.058,0.065,1.011
2018-06-14 12:06:51.452,-0.062,0.068,1.012
2018-06-14 12:06:51.471,-0.059,0.067,1.013
2018-06-14 12:06:51.491,-0.059,0.067,1.009
2018-06-14 12:06:51.512,-0.062,0.065,1.009
2018-06-14 12:06:51.531,-0.060,0.066,1.013
2018-06-14 12:06:51.552,-0.061,0.067,1.012
2018-06-14 12:06:51.572,-0.061,0.064,1.013
2018-06-14 12:06:51.592,-0.059,0.067,1.013
2018-06-14 12:06:51.612,-0.060,0.065,1.010
2018-06-14 12:06:51.632,-0.060,0.062,1.011
2018-06-14 12:06:51.651,-0.063,0.067,1.013
2018-06-14 12:06:51.672,-0.059,0.068,1.011
2018-06-14 12:06:51.692,-0.057,0.066,1.011
2018-06-14 12:06:51.712,-0.062,0.069,1.010
2018-06-14 12:06:51.731,-0.058,0.066,1.009
2018-06-14 12:06:51.751,-0.060,0.064,1.008
2018-06-14 12:06:51.772,-0.059,0.070,1.012
2018-06-14 12:06:51.792,-0.059,0.064,1.012
2018-06-14 12:06:51.812,-0.060,0.068,1.012
2018-06-14 12:06:51.831,-0.063,0.066,1.012
2018-06-14 12:06:51.852,-0.063,0.064,1.010
2018-06-14 12:06:51.872,-0.060,0.066,1.009
2018-06-14 12:06:51.891,-0.063,0.067,1.013
2018-06-14 12:06:51.912,-0.059,0.064,1.014
2018-06-14 12:06:51.932,-0.061,0.064,1.012
2018-06-14 12:06:51.952,-0.059,0.066,1.007
2018-06-14 12:06:51.971,-0.059,0.066,1.012
2018-06-14 12:06:51.991,-0.062,0.068,1.012
2018-06-14 12:06:52.012,-0.059,0.065,1.009
2018-06-14 12:06:52.032,-0.059,0.066,1.009
2018-06-14 12:06:52.051,-0.061,0.065,1.008
2018-06-14 12:06:52.071,-0.061,0.067,1.007
2018-06-14 12:06:52.092,-0.060,0.065,1.015
2018-06-14 12:06:52.112,-0.060,0.069,1.010
2018-06-14 12:06:52.131,-0.061,0.068,1.016
2018-06-14 12:06:52.152,-0.064,0.065,1.010
2018-06-14 12:06:52.172,-0.058,0.065,1.012
2018-06-14 12:06:52.191,-0.060,0.067,1.014
2018-06-14 12:06:52.211,-0.060,0.068,1.013
2018-06-14 12:06:52.231,-0.061,0.064,1.011
2018-06-14 12:06:52.251,-0.060,0.065,1.010
2018-06-14 12:06:52.271,-0.057,0.064,1.004
2018-06-14 12:06:52.292,-0.059,0.064,1.010
