HEADER_TIME_STAMP,X,Y,Z
2018-06-14 12:20:04.712,-2.049,-0.847,0.839
2018-06-14 12:20:04.731,-2.049,-1.898,0.695
2018-06-14 12:20:04.752,-1.873,-1.898,0.260
2018-06-14 12:20:04.771,0.557,-1.898,0.884
2018-06-14 12:20:04.791,1.946,-1.898,1.210
2018-06-14 12:20:04.811,1.948,-1.898,0.660
2018-06-14 12:20:04.831,1.948,0.396,0.171
2018-06-14 12:20:04.851,1.948,2.099,0.644
2018-06-14 12:20:04.871,1.948,2.099,0.673
2018-06-14 12:20:04.891,0.451,2.099,0.868
2018-06-14 12:20:04.911,-2.049,2.099,0.816
2018-06-14 12:20:04.932,-2.049,2.099,0.440
2018-06-14 12:20:04.951,-2.049,0.895,1.094
2018-06-14 12:20:04.972,-2.049,-1.415,1.416
2018-06-14 12:20:04.991,-2.049,-1.898,1.579
2018-06-14 12:20:05.011,-0.845,-1.898,1.383
2018-06-14 12:20:05.031,1.545,-1.898,1.056
2018-06-14 12:20:05.051,1.948,-1.898,0.828
2018-06-14 12:20:05.071,1.948,-1.197,1.994
2018-06-14 12:20:05.091,1.948,1.242,1.562
2018-06-14 12:20:05.112,1.948,2.099,1.410
2018-06-14 12:20:05.131,1.069,2.099,1.349
2018-06-14 12:20:05.151,-1.468,2.099,1.060
2018-06-14 12:20:05.172,-2.049,2.099,0.847
2018-06-14 12:20:05.191,-2.049,2.090,0.637
2018-06-14 12:20:05.211,-2.049,-1.113,0.728
2018-06-14 12:20:05.232,-2.049,-1.897,0.680
2018-06-14 12:20:05.252,-2.017,-1.898,0.980
2018-06-14 12:20:05.271,0.342,-1.898,1.102
2018-06-14 12:20:05.291,1.945,-1.898,1.409
2018-06-14 12:20:05.311,1.948,-1.898,0.627
2018-06-14 12:20:05.331,1.948,0.201,0.287
2018-06-14 12:20:05.351,1.948,2.099,0.745
2018-06-14 12:20:05.372,1.948,2.099,0.717
2018-06-14 12:20:05.392,-0.265,2.099,0.644
2018-06-14 12:20:05.411,-2.049,2.099,0.715
2018-06-14 12:20:05.431,-2.049,2.099,0.463
2018-06-14 12:20:05.451,-2.049,0.803,1.196
