HEADER_TIME_STAMP,X,Y,Z
2018-06-14 12:13:31.051,0.538,-1.023,0.598
2018-06-14 12:13:31.071,0.781,-0.739,0.758
2018-06-14 12:13:31.091,1.160,-0.576,1.173
2018-06-14 12:13:31.112,1.174,-0.291,1.052
2018-06-14 12:13:31.132,1.262,-0.116,1.326
2018-06-14 12:13:31.151,1.140,0.232,1.437
2018-06-14 12:13:31.172,1.032,0.571,1.338
2018-06-14 12:13:31.192,0.833,0.911,1.056
2018-06-14 12:13:31.211,0.654,1.182,1.065
2018-06-14 12:13:31.232,0.297,1.304,1.015
2018-06-14 12:13:31.252,0.009,1.342,0.908
2018-06-14 12:13:31.271,-0.215,1.315,0.828
2018-06-14 12:13:31.292,-0.563,1.252,0.833
2018-06-14 12:13:31.311,-0.881,1.086,0.909
2018-06-14 12:13:31.332,-0.931,1.006,0.959
2018-06-14 12:13:31.352,-1.002,0.698,1.076
2018-06-14 12:13:31.371,-1.332,0.465,0.825
2018-06-14 12:13:31.392,-1.403,-0.110,1.143
2018-06-14 12:13:31.412,-1.251,-0.318,0.857
2018-06-14 12:13:31.432,-1.143,-0.603,0.932
2018-06-14 12:13:31.451,-0.835,-0.888,0.831
2018-06-14 12:13:31.471,-0.688,-0.987,1.125
2018-06-14 12:13:31.491,-0.393,-1.242,1.137
2018-06-14 12:13:31.511,-0.005,-1.209,1.084
2018-06-14 12:13:31.532,0.129,-1.232,1.214
2018-06-14 12:13:31.552,0.360,-1.069,0.527
2018-06-14 12:13:31.571,0.817,-0.759,0.745
2018-06-14 12:13:31.592,1.077,-0.681,1.225
2018-06-14 12:13:31.611,1.187,-0.261,1.158
2018-06-14 12:13:31.632,1.269,-0.114,1.352
2018-06-14 12:13:31.652,1.327,0.254,1.381
2018-06-14 12:13:31.671,0.951,0.606,1.249
2018-06-14 12:13:31.691,0.841,0.941,0.983
2018-06-14 12:13:31.712,0.760,1.085,1.007
2018-06-14 12:13:31.731,0.536,1.190,0.957
2018-06-14 12:13:31.752,0.031,1.351,0.966
2018-06-14 12:13:31.771,-0.269,1.267,1.094
2018-06-14 12:13:31.791,-0.490,1.188,0.972
2018-06-14 12:13:31.812,-0.806,1.189,1.130
2018-06-14 12:13:31.831,-0.949,0.986,1.038
2018-06-14 12:13:31.851,-1.157,0.696,1.167
2018-06-14 12:13:31.871,-1.241,0.261,0.816
2018-06-14 12:13:31.892,-1.380,-0.040,0.923
2018-06-14 12:13:31.911,-1.255,-0.252,0.913
2018-06-14 12:13:31.931,-1.116,-0.658,0.866
2018-06-14 12:13:31.951,-0.885,-0.881,0.809
2018-06-14 12:13:31.973,-0.655,-0.954,0.997
2018-06-14 12:13:31.991,-0.430,-1.126,1.033
2018-06-14 12:13:32.011,-0.125,-1.240,1.118
2018-06-14 12:13:32.031,0.413,-1.241,1.199
2018-06-14 12:13:32.051,0.613,-1.002,0.556
2018-06-14 12:13:32.071,0.769,-0.867,0.818
2018-06-14 12:13:32.091,0.867,-0.705,1.279
2018-06-14 12:13:32.112,1.178,-0.208,1.124
2018-06-14 12:13:32.132,1.308,-0.097,1.459
2018-06-14 12:13:32.151,1.206,0.310,1.283
2018-06-14 12:13:32.172,0.947,0.615,1.199
2018-06-14 12:13:32.191,0.870,0.915,0.891
2018-06-14 12:13:32.212,0.611,1.140,0.902
2018-06-14 12:13:32.231,0.429,1.194,0.915
2018-06-14 12:13:32.251,0.200,1.293,0.956
2018-06-14 12:13:32.272,-0.188,1.333,1.053
2018-06-14 12:13:32.291,-0.464,1.199,1.020
2018-06-14 12:13:32.311,-0.884,1.034,1.045
2018-06-14 12:13:32.331,-0.900,1.043,0.847
2018-06-14 12:13:32.351,-1.169,0.779,1.118
2018-06-14 12:13:32.372,-1.211,0.222,0.811
2018-06-14 12:13:32.391,-1.355,-0.082,0.927
2018-06-14 12:13:32.412,-1.180,-0.308,0.792
2018-06-14 12:13:32.431,-1.119,-0.518,0.940
2018-06-14 12:13:32.452,-0.897,-0.847,0.769
2018-06-14 12:13:32.471,-0.725,-0.939,0.838
2018-06-14 12:13:32.492,-0.367,-1.072,0.823
2018-06-14 12:13:32.511,-0.151,-1.152,0.968
2018-06-14 12:13:32.531,0.394,-1.194,1.132
2018-06-14 12:13:32.551,0.511,-1.135,0.719
2018-06-14 12:13:32.571,0.828,-0.852,0.982
2018-06-14 12:13:32.592,0.846,-0.642,1.218
2018-06-14 12:13:32.611,1.038,-0.524,1.191
2018-06-14 12:13:32.631,1.288,-0.239,1.399
2018-06-14 12:13:32.652,1.235,0.347,1.443
2018-06-14 12:13:32.671,1.059,0.585,1.048
2018-06-14 12:13:32.691,0.836,0.795,0.749
2018-06-14 12:13:32.712,0.643,1.112,0.804
2018-06-14 12:13:32.732,0.489,1.276,0.900
2018-06-14 12:13:32.752,0.069,1.366,0.925
2018-06-14 12:13:32.772,-0.193,1.321,0.952
2018-06-14 12:13:32.791,-0.422,1.299,0.925
2018-06-14 12:13:32.812,-0.844,1.165,0.957
2018-06-14 12:13:32.832,-0.949,1.032,0.866
2018-06-14 12:13:32.852,-1.195,0.678,1.089
2018-06-14 12:13:32.872,-1.213,0.492,0.961
2018-06-14 12:13:32.891,-1.418,-0.058,1.157
2018-06-14 12:13:32.912,-1.190,-0.370,0.682
2018-06-14 12:13:32.931,-1.128,-0.625,0.962
2018-06-14 12:13:32.952,-0.930,-0.676,1.131
2018-06-14 12:13:32.971,-0.682,-0.984,1.132
2018-06-14 12:13:32.991,-0.466,-1.153,1.222
2018-06-14 12:13:33.011,-0.089,-1.202,1.119
2018-06-14 12:13:33.032,0.307,-1.257,1.195
2018-06-14 12:13:33.051,0.602,-0.953,0.622
2018-06-14 12:13:33.071,0.715,-0.947,0.960
2018-06-14 12:13:33.091,0.792,-0.820,1.358
2018-06-14 12:13:33.111,1.123,-0.468,1.187
2018-06-14 12:13:33.132,1.431,-0.181,1.216
2018-06-14 12:13:33.152,1.263,0.297,1.397
2018-06-14 12:13:33.172,1.086,0.665,0.955
2018-06-14 12:13:33.192,0.833,0.967,0.740
2018-06-14 12:13:33.212,0.700,1.101,0.906
2018-06-14 12:13:33.231,0.519,1.182,0.923
2018-06-14 12:13:33.252,0.202,1.361,0.877
2018-06-14 12:13:33.272,-0.181,1.370,1.074
2018-06-14 12:13:33.291,-0.529,1.207,1.088
2018-06-14 12:13:33.312,-0.843,1.048,1.067
2018-06-14 12:13:33.332,-0.706,0.942,0.724
2018-06-14 12:13:33.352,-1.272,0.717,1.101
2018-06-14 12:13:33.371,-1.161,0.368,0.958
2018-06-14 12:13:33.392,-1.342,-0.025,1.043
2018-06-14 12:13:33.411,-1.263,-0.179,0.847
2018-06-14 12:13:33.432,-1.193,-0.556,1.003
2018-06-14 12:13:33.452,-0.939,-0.865,0.898
2018-06-14 12:13:33.472,-0.713,-1.030,0.947
2018-06-14 12:13:33.493,-0.472,-1.121,1.028
2018-06-14 12:13:33.512,-0.007,-1.216,1.017
2018-06-14 12:13:33.531,0.239,-1.209,1.166
2018-06-14 12:13:33.552,0.590,-0.946,0.565
2018-06-14 12:13:33.572,0.787,-0.886,1.063
2018-06-14 12:13:33.591,0.867,-0.733,1.314
2018-06-14 12:13:33.611,1.138,-0.455,1.115
2018-06-14 12:13:33.632,1.341,-0.204,1.331
2018-06-14 12:13:33.652,1.253,0.250,1.411
2018-06-14 12:13:33.672,1.082,0.532,0.954
2018-06-14 12:13:33.692,0.990,0.818,0.784
2018-06-14 12:13:33.711,0.755,1.043,0.821
2018-06-14 12:13:33.732,0.425,1.231,0.797
2018-06-14 12:13:33.752,0.144,1.355,0.877
2018-06-14 12:13:33.771,-0.276,1.367,0.989
2018-06-14 12:13:33.793,-0.532,1.310,1.027
2018-06-14 12:13:33.811,-0.851,1.119,1.127
2018-06-14 12:13:33.831,-0.859,0.996,0.941
2018-06-14 12:13:33.852,-1.227,0.743,1.094
2018-06-14 12:13:33.871,-1.210,0.464,1.003
2018-06-14 12:13:33.891,-1.408,-0.027,1.260
2018-06-14 12:13:33.911,-1.248,-0.224,0.882
2018-06-14 12:13:33.932,-1.217,-0.619,1.033
2018-06-14 12:13:33.952,-1.085,-0.828,0.994
2018-06-14 12:13:33.972,-0.701,-0.943,1.082
2018-06-14 12:13:33.992,-0.428,-1.189,1.149
2018-06-14 12:13:34.011,-0.154,-1.220,1.108
2018-06-14 12:13:34.031,0.095,-1.230,1.207
2018-06-14 12:13:34.051,0.608,-0.936,0.686
2018-06-14 12:13:34.071,0.773,-0.916,0.914
2018-06-14 12:13:34.091,1.042,-0.608,1.289
2018-06-14 12:13:34.112,1.146,-0.330,1.243
2018-06-14 12:13:34.131,1.223,-0.126,1.421
2018-06-14 12:13:34.152,1.297,0.200,1.189
2018-06-14 12:13:34.172,1.070,0.545,0.858
2018-06-14 12:13:34.191,0.968,0.850,0.877
2018-06-14 12:13:34.212,0.751,1.133,1.029
2018-06-14 12:13:34.232,0.561,1.123,0.971
2018-06-14 12:13:34.252,0.174,1.342,0.995
2018-06-14 12:13:34.271,-0.258,1.327,1.083
2018-06-14 12:13:34.291,-0.528,1.251,1.042
2018-06-14 12:13:34.311,-0.829,1.091,1.051
2018-06-14 12:13:34.332,-0.951,0.909,0.595
2018-06-14 12:13:34.352,-1.416,0.643,0.720
2018-06-14 12:13:34.372,-1.316,0.262,0.689
2018-06-14 12:13:34.391,-1.426,0.016,1.033
2018-06-14 12:13:34.412,-1.289,-0.235,0.941
2018-06-14 12:13:34.431,-1.162,-0.606,1.016
2018-06-14 12:13:34.452,-0.890,-0.747,1.080
2018-06-14 12:13:34.472,-0.663,-1.007,1.050
2018-06-14 12:13:34.491,-0.407,-1.129,1.133
2018-06-14 12:13:34.512,-0.125,-1.221,1.107
2018-06-14 12:13:34.532,0.368,-1.161,1.244
2018-06-14 12:13:34.552,0.550,-0.941,0.628
2018-06-14 12:13:34.571,0.878,-0.850,1.007
2018-06-14 12:13:34.591,0.799,-0.708,1.381
2018-06-14 12:13:34.611,1.154,-0.360,1.140
2018-06-14 12:13:34.632,1.091,-0.179,1.325
