------------ Data File Created By ActiGraph Link IMU 9DOF Sensor ActiLife v6.13.4 Firmware v1.7.2 date format M/d/yyyy at 100 Hz  -----------
Serial Number: TAS1E23150162
Start Time 08:38:00
Start Date 6/9/2020
Epoch Period (hh:mm:ss) 00:00:00
Download Time 08:49:24
Download Date 6/9/2020
Current Memory Address: 0
Current Battery Voltage: 4.15     Mode = 12
--------------------------------------------------
Timestamp,Accelerometer X,Accelerometer Y,Accelerometer Z,Temperature,Gyroscope X,Gyroscope Y,Gyroscope Z,Magnetometer X,Magnetometer Y,Magnetometer Z
2020-06-09T08:38:00.0000000,-0.035156,1.430176,-0.125488,37.599275,-194.091809,1.037598,37.902834,-14.648437,28.710936,-47.460935
2020-06-09T08:38:00.0100000,-0.037856,1.500171,-0.106675,37.602301,-211.647352,9.108277,36.929324,-14.648437,28.710936,-47.460935
2020-06-09T08:38:00.0200000,-0.063574,1.317686,-0.079746,37.605326,-215.289320,10.467530,31.208498,-14.648437,28.710936,-47.460935
2020-06-09T08:38:00.0300000,-0.068066,1.011245,-0.013311,37.608441,-206.514905,8.878785,32.403566,-14.648437,28.710936,-47.460935
2020-06-09T08:38:00.0400000,-0.056621,0.672129,0.065996,37.614251,-182.502453,5.927735,40.559085,-14.648437,28.710936,-47.460935
2020-06-09T08:38:00.0500000,-0.004736,0.476880,0.174268,37.614102,-147.018442,8.029175,52.020267,-14.648437,28.710936,-47.460935
2020-06-09T08:38:00.0600000,0.087959,0.440977,0.188174,37.611076,-107.604987,17.319337,60.581058,-14.648437,28.710936,-47.460935
2020-06-09T08:38:00.0700000,0.194219,0.520825,0.128311,37.608261,-75.118413,26.093141,61.453251,-14.648437,28.710936,-47.460935
2020-06-09T08:38:00.0800000,0.273789,0.666465,0.110352,37.608740,-62.812504,31.572268,52.192386,-14.648437,28.710936,-47.460935
